,x0,x1,objective,worker_rank,timestamp_start,timestamp_end
0,-2.9687118416201557,-30.003133894724108,-19.744940785730694,0,0.08572006225585938,2.6057229042053223
1,-28.609054619375712,11.106486382376417,-21.45251441030417,1,0.08422183990478516,1.5621767044067383
2,5.214204980252077,-29.951580538135246,-20.64540603493655,2,0.08868789672851562,2.6575498580932617
3,-3.6154564738317205,24.24895084662237,-21.404037744558643,3,0.08812808990478516,1.8002331256866455
4,-6.069500819068839,13.693110170195943,-18.99267590334089,4,0.08669686317443848,2.264307975769043
5,32.54999099715816,-8.323747222773541,-22.048415819880912,5,0.08787703514099121,2.2198281288146973
6,-29.840015049807022,-17.326290938767436,-21.528254186701346,6,0.08673691749572754,2.488154888153076
7,2.6922793444259767,-5.684127364553657,-13.815890068605032,7,0.08868098258972168,2.9016568660736084
8,30.35305686009314,11.803516615011425,-21.646098321909534,0,2.9904167652130127,4.745046854019165
9,-11.971851491535965,-11.564611959844683,-19.78512488984257,1,2.9932916164398193,4.459062814712524
10,7.707515205877144,18.50400387618366,-21.012003894908705,2,2.9935059547424316,4.1955249309539795
11,-23.76512472898161,-23.349397645026876,-21.755709794397234,3,2.993291139602661,4.910093784332275
12,-10.000436982637535,17.1949221705257,-19.564448142140378,4,2.9927587509155273,5.138592004776001
13,-25.080906319345324,-28.637756076758997,-21.507204868225866,5,2.9925670623779297,5.152764081954956
14,-26.85968431064334,3.759001800733216,-20.872790772815595,6,2.9928951263427734,5.213075160980225
15,-30.413983468703083,4.341991694877301,-21.96316235861979,7,2.993844985961914,5.205728054046631
16,18.961371996334798,-22.484376891558163,-21.418153939099096,0,5.576086044311523,7.262373924255371
17,11.985290966494233,-8.024126453482378,-17.42013974476423,1,5.588340997695923,7.249122858047485
18,26.14874674706121,10.450310607795217,-21.50914947467643,2,5.590538024902344,7.930979013442993
19,-3.1488882999899808,10.923171262029747,-16.616181226776167,3,5.589432001113892,7.208634853363037
20,29.052896365923388,-29.83946392787568,-20.568820856039384,4,5.582014799118042,8.258254766464233
21,9.402045024542574,3.489380528401952,-17.471944364024097,5,5.584208011627197,7.75459098815918
22,27.263884702553746,-2.887698905917567,-20.903332792635883,6,5.577560186386108,7.485224962234497
23,19.458111697448736,21.024937630544514,-21.359145199898393,7,5.590517044067383,8.208136081695557
24,21.672325636292392,14.6066389216721,-21.687320626454323,0,8.44229507446289,10.472715854644775
25,7.079104176508977,-4.21912046829469,-14.773694005753612,1,8.44431185722351,10.623490810394287
26,-5.302995421038542,4.0024851054437605,-13.502485259540332,2,8.448782920837402,10.689532995223999
27,10.816691385529865,-18.953682135827076,-19.826162050788323,3,8.447428941726685,11.153064966201782
28,7.128502124581004,-11.309126503564208,-18.520126488877665,4,8.44993281364441,10.550582647323608
29,11.987181765432759,16.161971514919827,-19.415908955359786,5,8.442114114761353,11.214159965515137
30,-6.510513903614715,14.098991066544684,-19.582210932834617,6,8.442700147628784,10.931225299835205
31,7.811288409034539,9.273071003409058,-17.995309642750037,7,8.448990106582642,10.08305311203003
32,-22.052850522894442,-6.191199284427995,-20.01271480839169,0,11.506564140319824,12.951311111450195
33,-12.71018594062743,20.211624918623286,-21.039363093479576,1,11.505913734436035,12.70195198059082
34,4.887102050682799,-14.551334222851168,-19.52709273932177,2,11.500386953353882,13.49720311164856
35,-10.517177727990749,21.674051390236926,-21.57197492786738,3,11.520833015441895,12.86375617980957
36,13.025973011254713,-29.728334267771782,-20.98488621431246,4,11.502388000488281,12.951488018035889
37,-28.611860517217973,25.86597605956827,-21.68015347354265,5,11.51826000213623,13.280126094818115
38,-2.773799144414749,-18.846133681210212,-19.934890192202495,6,11.500278234481812,14.036900281906128
39,-22.4532726695912,2.578893901329387,-21.500824791857802,7,11.507932901382446,13.0644371509552
40,-27.121368461402046,19.341063398617102,-21.44330479667705,0,14.234384775161743,16.517913103103638
41,31.656786588886845,18.19099590556825,-21.69468236215856,1,14.22939395904541,15.46933889389038
42,29.69410262272376,10.269472946402885,-21.691049924957888,2,14.227903127670288,16.838234901428223
43,18.696549584395093,31.13026698846017,-21.407107505863777,3,14.230067014694214,15.60309100151062
44,-14.704896198530019,-1.4135162812049167,-19.675712602098375,4,14.234987020492554,16.73418688774109
45,1.101848099492372,-22.728515266693933,-20.521406791637904,5,14.231261014938354,15.538547992706299
46,8.650589890893784,14.502444013919224,-20.42943470517739,6,14.230973958969116,16.941450119018555
47,5.5764835671062585,5.0593237959145725,-14.80005451983622,7,14.23438286781311,16.906649827957153
48,19.569556841593766,5.883014689430034,-20.68547414715755,0,17.229614973068237,19.87512183189392
49,17.832135131118726,-9.733088498302457,-20.374008995036306,1,17.21925401687622,18.52416181564331
50,30.054943752736683,-1.2804226171762636,-20.978484285065043,2,17.228211164474487,19.104957103729248
51,-1.7189634074366396,-21.927451742209794,-20.404736804394666,3,17.220826864242554,19.492966890335083
52,5.968752437754624,5.660139995575072,-15.219570078170172,4,17.23251485824585,19.644141674041748
53,-23.560625868472222,5.015849422706722,-21.021312996358915,5,17.226054906845093,19.38697600364685
54,-21.949238301337544,-18.045100435701862,-19.760403279236808,6,17.230414152145386,19.69587016105652
55,-11.567787776418243,-0.9358404090934549,-17.839030943544163,7,17.226106882095337,18.95339798927307
56,11.729800133254628,-0.27153224493557815,-18.03534051857179,0,20.07334804534912,21.987948894500732
57,5.500799874554389,2.660529486879774,-13.825400796736641,1,20.08770775794983,21.69355797767639
58,22.872272116261392,15.587019890094119,-21.395774277818337,2,20.090235948562622,22.16601800918579
59,-7.812238475031496,6.542949732410449,-17.237752850000792,3,20.076138019561768,22.26763606071472
60,-8.928811591362486,-10.65869857422732,-18.722450906310158,4,20.072706699371338,22.113679885864258
61,1.2494214304461195,-21.37713489896035,-21.050206166444983,5,20.08792209625244,21.59739089012146
62,9.259036045388022,-14.320435449957628,-20.140286488206616,6,20.07580304145813,22.946887016296387
63,20.842832570972412,-26.212680681962514,-21.063545651196304,7,20.090315103530884,22.171140909194946
64,-30.013368628999707,-14.507767969659568,-21.540143427951,0,23.234433889389038,25.443413019180298
65,13.13535042497027,24.013260233226063,-20.012515026390133,1,23.22620964050293,25.437954664230347
66,5.469242327330782,23.677907670660808,-21.583003377232792,2,23.230603218078613,25.058122158050537
67,20.21680089823476,-4.76606953601895,-20.49185881035826,3,23.234291076660156,25.455405235290527
68,25.89334352088988,21.625300200284087,-21.509092170432428,4,23.23450493812561,25.23730206489563
69,3.476465829636119,-32.63713111896918,-22.085089135774318,5,23.231087923049927,26.231394052505493
70,-24.18488108475311,6.1516430410803835,-20.501633777863866,6,23.237067222595215,26.073575973510742
71,14.335399583494912,-6.454833243792169,-20.07418864210118,7,23.23675513267517,25.307266235351562
72,-31.119489610473465,-5.674259466134767,-21.343869015473555,0,26.437967777252197,28.663671016693115
73,5.3351363511327605,0.23947932527455862,-12.519505415844238,1,26.438769817352295,27.537014722824097
74,32.51589135966073,19.133961041491084,-21.77354222592144,2,26.437497854232788,27.749962091445923
75,16.96867870693292,-1.295198221880689,-19.496633340476482,3,26.44115424156189,29.153634071350098
76,4.873784570919852,-5.453986262114675,-14.730032994057975,4,26.43588376045227,28.970086812973022
77,-31.757077999085,17.05792269058562,-20.964636492974538,5,26.437062978744507,28.18833899497986
78,12.966606848504547,28.928783644092675,-19.932874669089045,6,26.438539028167725,27.578511953353882
79,-13.579012761754878,13.040777221675981,-20.277818994648275,7,26.433526039123535,28.512575149536133
